price,area_m2,bedrooms,bathrooms,parking,price/m2,neighborhood
510000,126,3,3,2,4047.62,MEIRELES
159120,63,2,2,1,2525.71,JOSE DE ALENCAR
225000,63,3,2,1,3571.43,ALVARO WEYNE
330000,100,3,2,1,3300.0,PAPICU
220000,62,2,2,1,3548.39,PAPICU
750000,178,3,5,3,4213.48,MEIRELES
700000,86,2,2,2,8139.53,MUCURIPE
950000,136,3,3,2,6985.29,ALDEOTA
500000,116,3,4,2,4310.34,PAPICU
704987,90,3,3,2,7833.19,PATRIOLINO RIBEIRO
159000,57,2,2,1,2789.47,LAGOA REDONDA
599999,75,2,2,2,7999.99,COCO
670000,92,3,4,2,7282.61,COCO
560000,112,3,4,2,5000.0,CIDADE DOS FUNCIONARIOS
220000,63,3,1,1,3492.06,MARAPONGA
469000,75,3,3,2,6253.33,PATRIOLINO RIBEIRO
755666,88,2,3,2,8587.11,MANUEL DIAS BRANCO
649000,103,3,4,2,6300.97,PARQUE IRACEMA
554558,74,2,2,2,7494.03,ALDEOTA
550000,218,3,3,2,2522.94,ALDEOTA
660000,241,4,5,2,2738.59,MEIRELES
650000,216,3,3,4,3009.26,VARJOTA
510000,116,3,2,1,4396.55,MEIRELES
695000,100,3,4,2,6950.0,MEIRELES
680000,79,3,3,2,8607.59,ALDEOTA
680000,114,3,3,2,5964.91,FATIMA
340000,71,3,3,2,4788.73,COCO
285000,60,2,2,2,4750.0,PRAIA DO FUTURO I
110000,55,2,1,1,2000.0,CAJAZEIRAS
199000,61,2,1,1,3262.3,SAO JOAO DO TAUAPE
400000,70,3,3,2,5714.29,MEIRELES
570000,82,3,4,2,6951.22,PATRIOLINO RIBEIRO
350000,102,3,2,1,3431.37,BENFICA
995000,120,3,4,2,8291.67,ALDEOTA
348000,55,2,2,1,6327.27,PRESIDENTE KENNEDY
270000,113,3,3,1,2389.38,MEIRELES
328802,63,2,2,1,5219.08,PASSARE
529000,77,3,3,2,6870.13,MEIRELES
590453,90,4,3,2,6560.59,CAMBEBA
699000,109,3,4,2,6412.84,PATRIOLINO RIBEIRO
500000,111,3,4,2,4504.5,FATIMA
298000,67,3,1,1,4447.76,MONTE CASTELO
590000,117,3,4,3,5042.74,ALDEOTA
168000,57,2,2,1,2947.37,LAGOA REDONDA
440000,112,3,3,2,3928.57,MEIRELES
499000,75,3,4,2,6653.33,JOAQUIM TAVORA
900000,120,3,4,3,7500.0,PARQUE IRACEMA
940000,145,3,4,2,6482.76,MEIRELES
508280,70,2,2,2,7261.14,CIDADE DOS FUNCIONARIOS
837366,117,4,4,3,7156.97,SAO GERARDO
499000,74,3,2,2,6743.24,ENG LUCIANO CAVALCANTE
499000,74,3,2,2,6743.24,ENG LUCIANO CAVALCANTE
499000,74,3,2,2,6743.24,ENG LUCIANO CAVALCANTE
499000,126,3,5,2,3960.32,ALDEOTA
619000,150,3,4,3,4126.67,ALDEOTA
250000,79,2,2,1,3164.56,JOSE BONIFACIO
560000,88,3,3,2,6363.64,ALDEOTA
168000,56,2,2,1,3000.0,LAGOA REDONDA
250000,130,3,3,1,1923.08,PRAIA DO FUTURO I
320000,135,3,4,2,2370.37,PAPICU
511000,70,2,1,1,7300.0,JOAQUIM TAVORA
400000,65,3,2,1,6153.85,MEIRELES
248000,61,3,1,1,4065.57,MESSEJANA
490000,94,3,3,1,5212.77,MEIRELES
320000,64,3,2,1,5000.0,MONDUBIM
500000,167,3,5,3,2994.01,PAPICU
760000,95,3,3,2,8000.0,COCO
440000,72,2,2,2,6111.11,PRAIA DE IRACEMA
310000,117,4,3,1,2649.57,PAPICU
1080000,141,3,4,3,7659.57,ENG LUCIANO CAVALCANTE
800000,165,3,4,2,4848.48,MEIRELES
360000,68,2,2,1,5294.12,PRAIA DE IRACEMA
550000,136,4,3,2,4044.12,ALDEOTA
540000,80,3,3,2,6750.0,COCO
539000,94,3,2,2,5734.04,PRESIDENTE KENNEDY
630000,173,3,4,2,3641.62,ALDEOTA
400000,165,3,3,1,2424.24,DIONISIO TORRES
580000,125,3,3,2,4640.0,JOSE BONIFACIO
299000,55,2,2,1,5436.36,PRESIDENTE KENNEDY
299000,55,2,2,1,5436.36,PRESIDENTE KENNEDY
299000,55,2,2,1,5436.36,PRESIDENTE KENNEDY
550000,100,3,4,2,5500.0,COCO
550000,83,3,1,2,6626.51,COCO
910000,138,3,3,3,6594.2,PAPICU
338000,130,3,3,2,2600.0,MESSEJANA
199000,61,2,2,1,3262.3,MARAPONGA
525000,77,3,2,2,6818.18,PATRIOLINO RIBEIRO
780000,107,3,4,2,7289.72,ALDEOTA
620000,153,3,4,2,4052.29,ALDEOTA
285000,64,3,2,2,4453.12,CAMBEBA
750000,122,3,4,2,6147.54,COCO
400000,66,2,3,2,6060.61,MEIRELES
330000,70,3,2,2,4714.29,CAMBEBA
700000,161,4,4,3,4347.83,COCO
320000,100,3,3,1,3200.0,PAPICU
550000,94,3,3,2,5851.06,PARQUELANDIA
240000,63,3,2,1,3809.52,CAMBEBA
213000,57,2,2,1,3736.84,MESSEJANA
429999,95,4,3,1,4526.31,PATRIOLINO RIBEIRO
300000,119,4,5,2,2521.01,PAPICU
249000,58,3,2,2,4293.1,PASSARE
499000,126,3,4,2,3960.32,VARJOTA
400000,110,3,3,2,3636.36,PAPICU
165000,52,2,2,1,3173.08,MESSEJANA
389000,117,3,1,2,3324.79,FATIMA
700000,99,3,1,2,7070.71,COCO
710000,130,3,3,2,5461.54,ALDEOTA
430000,124,3,3,2,3467.74,ALDEOTA
260000,56,3,1,2,4642.86,JOSE DE ALENCAR
547999,150,4,5,2,3653.33,PATRIOLINO RIBEIRO
450000,125,3,1,2,3600.0,MARAPONGA
498000,105,3,3,2,4742.86,JOSE BONIFACIO
240000,60,3,1,2,4000.0,EDSON QUEIROZ
330000,53,2,1,1,6226.42,ALVARO WEYNE
270000,68,3,2,2,3970.59,MARAPONGA
650000,90,3,1,2,7222.22,FATIMA
669000,158,3,4,3,4234.18,COCO
560000,136,3,4,2,4117.65,ALDEOTA
640000,121,3,4,2,5289.26,SAO GERARDO
446000,57,2,2,1,7824.56,ALDEOTA
430000,70,3,4,2,6142.86,PATRIOLINO RIBEIRO
450000,70,3,2,2,6428.57,PATRIOLINO RIBEIRO
330000,77,3,1,1,4285.71,DAMAS
339000,57,2,2,1,5947.37,PARANGABA
427500,60,2,2,2,7125.0,ALDEOTA
760000,110,3,4,2,6909.09,COCO
350000,69,3,3,1,5072.46,PAPICU
770000,150,3,3,3,5133.33,PATRIOLINO RIBEIRO
198700,51,2,1,1,3896.08,PASSARE
220000,100,2,2,1,2200.0,COCO
772744,117,4,4,3,6604.65,SAO GERARDO
430000,70,3,4,2,6142.86,PATRIOLINO RIBEIRO
288365,60,3,2,2,4806.08,PARANGABA
625520,87,3,3,2,7189.89,FATIMA
490000,124,3,4,2,3951.61,VARJOTA
360000,125,3,3,2,2880.0,VARJOTA
170000,61,3,2,1,2786.89,MONDUBIM
330000,68,3,2,2,4852.94,ENG LUCIANO CAVALCANTE
770000,96,3,4,2,8020.83,ALDEOTA
350000,70,2,2,1,5000.0,MUCURIPE
412000,85,3,1,2,4847.06,SAO GERARDO
450000,75,3,3,2,6000.0,MEIRELES
190000,60,3,2,1,3166.67,PASSARE
290000,111,3,2,1,2612.61,PAPICU
499999,74,3,3,2,6756.74,ALDEOTA
595000,74,3,3,2,8040.54,MEIRELES
205000,59,3,2,1,3474.58,PRESIDENTE KENNEDY
134900,48,2,1,1,2810.42,MONDUBIM
750000,114,3,4,2,6578.95,MEIRELES
330000,116,3,3,3,2844.83,ALDEOTA
470000,88,3,3,2,5340.91,MEIRELES
670000,116,3,4,2,5775.86,COCO
490000,175,3,4,2,2800.0,JOAQUIM TAVORA
689999,120,4,4,2,5749.99,MEIRELES
260000,63,2,2,1,4126.98,PAPICU
470000,71,3,3,2,6619.72,PATRIOLINO RIBEIRO
295000,104,3,2,1,2836.54,PAPICU
490000,130,3,3,2,3769.23,ALDEOTA
726313,105,2,3,2,6917.27,CAMBEBA
650000,117,4,4,3,5555.56,MEIRELES
450000,118,3,3,2,3813.56,PAPICU
450000,125,3,3,2,3600.0,VARJOTA
390000,64,2,2,1,6093.75,ALDEOTA
700000,92,3,3,2,7608.7,EDSON QUEIROZ
627000,86,2,2,2,7290.7,MUCURIPE
341700,68,3,3,2,5025.0,PAPICU
190000,61,3,2,1,3114.75,PASSARE
750000,126,3,1,2,5952.38,COCO
630000,73,3,3,2,8630.14,MEIRELES
570000,82,3,3,2,6951.22,ENG LUCIANO CAVALCANTE
318000,73,3,2,2,4356.16,MESSEJANA
420000,80,2,3,2,5250.0,COCO
500000,142,3,4,2,3521.13,PAPICU
649999,130,4,4,2,4999.99,ALDEOTA
295000,65,3,2,1,4538.46,PASSARE
365744,68,3,1,2,5378.59,JOQUEI CLUBE
350000,63,2,1,2,5555.56,MEIRELES
873000,92,3,4,2,9489.13,ALDEOTA
641128,96,3,3,2,6678.42,FATIMA
690000,114,2,2,2,6052.63,FATIMA
160000,50,2,1,1,3200.0,MESSEJANA
580000,126,3,4,3,4603.17,DIONISIO TORRES
660000,90,3,3,2,7333.33,PATRIOLINO RIBEIRO
610000,120,3,4,3,5083.33,ALDEOTA
199000,60,3,1,1,3316.67,JOQUEI CLUBE
420000,70,3,2,2,6000.0,PARQUE IRACEMA
490000,130,3,2,2,3769.23,ALDEOTA
360000,62,2,2,2,5806.45,MANUEL DIAS BRANCO
520000,81,3,1,2,6419.75,ENG LUCIANO CAVALCANTE
620000,146,3,4,5,4246.58,PATRIOLINO RIBEIRO
760000,119,3,3,3,6386.55,ENG LUCIANO CAVALCANTE
399000,63,3,3,2,6333.33,COCO
550000,94,3,4,2,5851.06,PARQUELANDIA
654000,100,3,4,2,6540.0,JOSE DE ALENCAR
530000,72,3,3,4,7361.11,MUCURIPE
340000,72,2,3,2,4722.22,ENG LUCIANO CAVALCANTE
453000,54,2,2,1,8388.89,EDSON QUEIROZ
580000,87,3,3,2,6666.67,FATIMA
689999,132,4,4,3,5227.27,DIONISIO TORRES
290000,63,3,2,1,4603.17,CAMBEBA
290000,110,3,4,3,2636.36,PAPICU
550000,119,4,5,3,4621.85,ENG LUCIANO CAVALCANTE
460000,126,3,4,1,3650.79,ALDEOTA
330000,74,3,2,2,4459.46,MESSEJANA
215000,55,2,1,1,3909.09,PARQUE DOIS IRMAOS
530000,128,3,4,2,4140.62,MEIRELES
650000,115,3,4,2,5652.17,MEIRELES
150000,87,3,2,1,1724.14,EDSON QUEIROZ
340000,60,3,2,1,5666.67,ALDEOTA
599000,98,3,2,2,6112.24,COCO
490000,122,3,3,2,4016.39,MARAPONGA
460000,70,3,3,3,6571.43,PATRIOLINO RIBEIRO
373910,63,3,2,2,5935.08,PASSARE
480000,84,2,3,2,5714.29,COCO
505862,73,3,3,2,6929.62,CIDADE 2000
260000,81,3,3,1,3209.88,VILA UNIAO
159916,44,2,1,1,3634.45,PARQUE IRACEMA
649999,117,4,4,2,5555.55,PATRIOLINO RIBEIRO
952255,111,3,3,3,8578.87,MUCURIPE
479000,80,3,2,2,5987.5,BENFICA
550000,137,3,4,2,4014.6,ALDEOTA
393999,70,3,3,2,5628.56,ENG LUCIANO CAVALCANTE
460000,70,3,2,2,6571.43,PATRIOLINO RIBEIRO
243000,57,2,2,1,4263.16,MESSEJANA
260000,65,3,2,1,4000.0,MESSEJANA
850000,120,3,4,2,7083.33,JOAQUIM TAVORA
340000,65,2,2,1,5230.77,MEIRELES
600000,139,3,3,2,4316.55,ALDEOTA
600000,150,3,4,3,4000.0,ALDEOTA
650000,143,4,4,2,4545.45,DIONISIO TORRES
370000,61,3,3,1,6065.57,FATIMA
320000,65,3,2,1,4923.08,CENTRO
750000,131,3,4,2,5725.19,ALDEOTA
430000,81,3,1,2,5308.64,DAMAS
360338,58,2,2,1,6212.72,JOQUEI CLUBE
570000,80,3,2,2,7125.0,PRAIA DE IRACEMA
410000,94,3,3,2,4361.7,MEIRELES
379999,72,3,2,2,5277.76,PATRIOLINO RIBEIRO
300000,119,4,5,2,2521.01,PAPICU
572581,70,3,2,2,8179.73,ENG LUCIANO CAVALCANTE
169000,61,3,2,1,2770.49,SAO JOAO DO TAUAPE
340000,110,3,3,2,3090.91,ALDEOTA
579619,68,3,2,2,8523.81,BENFICA
410000,109,3,3,2,3761.47,COCO
630000,93,3,3,2,6774.19,VARJOTA
460000,79,2,3,2,5822.78,PATRIOLINO RIBEIRO
600000,96,3,3,2,6250.0,MEIRELES
380000,68,3,2,2,5588.24,PARANGABA
650000,70,2,3,2,9285.71,PARQUE IRACEMA
480000,120,3,5,3,4000.0,DIONISIO TORRES
645000,75,3,2,1,8600.0,MEIRELES
720000,96,2,3,2,7500.0,COCO
370000,62,3,2,1,5967.74,FATIMA
540000,75,3,2,2,7200.0,PRAIA DE IRACEMA
390000,131,2,3,2,2977.1,MESSEJANA
359000,61,2,2,2,5885.25,CAMBEBA
441428,67,2,2,1,6588.48,JOQUEI CLUBE
244830,57,2,2,1,4295.26,MESSEJANA
690000,110,3,3,2,6272.73,PATRIOLINO RIBEIRO
690000,150,3,4,2,4600.0,MEIRELES
530000,110,3,3,2,4818.18,PATRIOLINO RIBEIRO
230000,63,3,3,1,3650.79,CAMBEBA
469000,116,3,3,2,4043.1,COCO
300000,110,3,4,1,2727.27,PAPICU
279000,54,2,1,1,5166.67,PRESIDENTE KENNEDY
175000,60,3,2,1,2916.67,VILA UNIAO
620000,112,3,3,2,5535.71,PATRIOLINO RIBEIRO
650000,120,2,3,3,5416.67,MEIRELES
399000,69,3,2,2,5782.61,CENTRO
630000,149,4,4,2,4228.19,PATRIOLINO RIBEIRO
380000,114,2,2,1,3333.33,PAPICU
669000,100,3,3,2,6690.0,COCO
460000,70,3,2,2,6571.43,CIDADE DOS FUNCIONARIOS
465000,71,3,2,2,6549.3,PATRIOLINO RIBEIRO
240000,63,2,1,1,3809.52,PAPICU
249990,60,3,2,1,4166.5,CIDADE DOS FUNCIONARIOS
440000,72,2,3,2,6111.11,CENTRO
680000,98,2,4,2,6938.78,COCO
390000,73,3,2,2,5342.47,PARQUE IRACEMA
645000,76,3,3,2,8486.84,PRAIA DE IRACEMA
569000,95,3,4,2,5989.47,PAPICU
654000,100,3,4,3,6540.0,SAPIRANGA COITE
320000,80,3,3,2,4000.0,PARQUELANDIA
429974,68,2,2,1,6323.15,JOQUEI CLUBE
300000,105,3,3,1,2857.14,FATIMA
290000,60,3,2,2,4833.33,DAMAS
496039,54,2,2,1,9185.91,MUCURIPE
723000,79,3,3,2,9151.9,JOAQUIM TAVORA
717000,79,3,3,2,9075.95,JOAQUIM TAVORA
490000,170,3,3,2,2882.35,PAPICU
270000,59,3,2,1,4576.27,PARQUE DOIS IRMAOS
300000,130,3,1,2,2307.69,PAPICU
409000,73,3,1,2,5602.74,PRESIDENTE KENNEDY
409000,73,3,1,2,5602.74,PRESIDENTE KENNEDY
409000,73,3,1,2,5602.74,PRESIDENTE KENNEDY
550000,190,3,3,2,2894.74,PAPICU
500000,69,2,1,1,7246.38,MEIRELES
780000,138,3,3,3,5652.17,COCO
340000,60,3,3,2,5666.67,PATRIOLINO RIBEIRO
460000,70,3,2,3,6571.43,PATRIOLINO RIBEIRO
340000,140,4,3,2,2428.57,COCO
793472,120,3,5,2,6612.27,ENG LUCIANO CAVALCANTE
720000,120,3,4,2,6000.0,PARQUELANDIA
788000,75,3,2,2,10506.67,ENG LUCIANO CAVALCANTE
450000,141,3,3,2,3191.49,PAPICU
171520,53,2,2,1,3236.23,MESSEJANA
680000,93,3,3,2,7311.83,DIONISIO TORRES
530000,82,3,3,2,6463.41,PATRIOLINO RIBEIRO
660000,92,3,4,4,7173.91,COCO
700000,149,3,4,2,4697.99,COCO
221000,58,3,2,2,3810.34,PASSARE
135000,48,2,1,1,2812.5,MESSEJANA
726313,105,2,3,2,6917.27,CAMBEBA
349999,110,4,3,1,3181.81,ALDEOTA
220000,60,2,2,2,3666.67,PRAIA DO FUTURO I
641128,96,3,3,2,6678.42,FATIMA
589000,86,2,2,2,6848.84,MUCURIPE
220000,60,2,2,1,3666.67,PAPICU
730000,95,3,3,2,7684.21,COCO
140000,49,2,1,1,2857.14,PASSARE
753285,88,2,3,2,8560.06,MANUEL DIAS BRANCO
130000,48,2,1,1,2708.33,PARQUE DOIS IRMAOS
565000,135,3,5,3,4185.19,DIONISIO TORRES
235000,104,3,3,2,2259.62,COCO
578509,95,3,1,2,6089.57,SAPIRANGA COITE
400000,69,3,2,2,5797.1,MEIRELES
399999,70,3,3,2,5714.27,ALDEOTA
850000,145,3,4,3,5862.07,ENG LUCIANO CAVALCANTE
990000,146,3,3,3,6780.82,PATRIOLINO RIBEIRO
749000,104,3,4,3,7201.92,PATRIOLINO RIBEIRO
128000,44,2,1,1,2909.09,PASSARE
470000,93,3,3,2,5053.76,JOAQUIM TAVORA
620000,112,3,4,3,5535.71,PATRIOLINO RIBEIRO
450000,148,4,5,1,3040.54,ALDEOTA
181025,48,2,2,1,3771.35,PASSARE
182395,48,2,2,1,3799.9,PASSARE
185700,48,2,2,1,3868.75,PASSARE
230000,63,3,2,1,3650.79,PASSARE
490000,112,3,1,2,4375.0,MEIRELES
560000,87,3,2,2,6436.78,FATIMA
699000,203,3,4,3,3443.35,ALDEOTA
470000,71,3,3,2,6619.72,PATRIOLINO RIBEIRO
250000,60,2,1,1,4166.67,ENG LUCIANO CAVALCANTE
150000,59,2,2,1,2542.37,MESSEJANA
330000,119,3,3,2,2773.11,PAPICU
185000,56,2,2,1,3303.57,MARAPONGA
669000,163,3,5,2,4104.29,MEIRELES
650000,105,3,3,2,6190.48,CAMBEBA
220000,63,3,2,1,3492.06,MARAPONGA
530000,72,2,3,2,7361.11,MEIRELES
200000,63,3,1,1,3174.6,MARAPONGA
630000,130,3,4,2,4846.15,MEIRELES
550000,70,2,2,2,7857.14,ENG LUCIANO CAVALCANTE
96000,55,2,1,2,1745.45,MESSEJANA
489999,72,3,3,2,6805.54,ALDEOTA
440000,73,3,1,2,6027.4,CIDADE DOS FUNCIONARIOS
400000,126,2,3,1,3174.6,ALDEOTA
200000,48,2,2,1,4166.67,MESSEJANA
990000,124,3,5,2,7983.87,MEIRELES
460000,66,3,2,1,6969.7,ALDEOTA
580000,92,3,3,2,6304.35,JOAQUIM TAVORA
495000,82,3,3,2,6036.59,PATRIOLINO RIBEIRO
239000,55,3,1,2,4345.45,MESSEJANA
670000,155,3,4,3,4322.58,PATRIOLINO RIBEIRO
190000,62,2,1,1,3064.52,CIDADE DOS FUNCIONARIOS
107000,45,2,1,1,2377.78,MESSEJANA
520000,106,3,2,2,4905.66,ALDEOTA
480000,112,3,2,2,4285.71,FATIMA
800000,152,3,4,2,5263.16,MEIRELES
518000,85,3,3,2,6094.12,PARQUELANDIA
650000,139,3,4,3,4676.26,ALDEOTA
565000,135,3,5,3,4185.19,DIONISIO TORRES
550000,136,3,3,2,4044.12,VARJOTA
799000,157,3,4,3,5089.17,ALDEOTA
550000,189,3,2,3,2910.05,MEIRELES
470000,69,3,2,2,6811.59,FATIMA
660000,111,4,3,3,5945.95,ENG LUCIANO CAVALCANTE
600000,177,4,6,3,3389.83,MEIRELES
305000,52,2,2,1,5865.38,PRESIDENTE KENNEDY
330000,97,3,3,1,3402.06,FATIMA
550000,150,3,4,2,3666.67,DIONISIO TORRES
213730,52,2,2,1,4110.19,CAJAZEIRAS
380000,60,2,2,1,6333.33,ALDEOTA
837366,117,4,4,3,7156.97,SAO GERARDO
329000,69,3,3,1,4768.12,PAPICU
543698,75,3,3,2,7249.31,ENG LUCIANO CAVALCANTE
265000,70,3,2,2,3785.71,PASSARE
410000,70,3,3,2,5857.14,ENG LUCIANO CAVALCANTE
499000,86,3,2,2,5802.33,FATIMA
150000,101,2,3,1,1485.15,FATIMA
210000,63,3,2,1,3333.33,PASSARE
450000,78,2,1,1,5769.23,MEIRELES
210000,50,2,2,1,4200.0,CIDADE 2000
361725,68,3,2,2,5319.49,PAPICU
620000,112,3,3,3,5535.71,PATRIOLINO RIBEIRO
349000,69,3,3,1,5057.97,PAPICU
210000,62,2,2,1,3387.1,CENTRO
390000,130,2,2,2,3000.0,MESSEJANA
790000,128,3,3,3,6171.88,MEIRELES
490000,140,3,1,3,3500.0,MARAPONGA
500000,140,3,3,3,3571.43,COCO
400000,64,3,4,2,6250.0,ENG LUCIANO CAVALCANTE
389000,70,3,2,2,5557.14,PATRIOLINO RIBEIRO
888900,92,3,4,2,9661.96,COCO
620000,80,2,3,2,7750.0,MUCURIPE
200000,55,2,2,1,3636.36,JOQUEI CLUBE
360000,68,3,1,2,5294.12,JOQUEI CLUBE
380000,112,3,3,2,3392.86,MUCURIPE
400000,71,3,3,2,5633.8,COCO
448000,72,3,2,2,6222.22,PRESIDENTE KENNEDY
450000,128,3,4,2,3515.62,COCO
548905,75,3,3,2,7318.73,ENG LUCIANO CAVALCANTE
490000,99,3,3,1,4949.49,JOSE BONIFACIO
500000,91,3,3,2,5494.51,MONTE CASTELO
990000,145,3,3,4,6827.59,ENG LUCIANO CAVALCANTE
750000,120,3,4,2,6250.0,PARQUELANDIA
495000,120,3,4,2,4125.0,DIONISIO TORRES
550000,170,3,5,2,3235.29,JOAQUIM TAVORA
780000,100,3,3,2,7800.0,DIONISIO TORRES
470000,75,3,1,2,6266.67,MEIRELES
711216,79,3,3,2,9002.73,MEIRELES
369402,68,3,1,2,5432.38,JOQUEI CLUBE
509000,71,3,2,2,7169.01,JOAQUIM TAVORA
249990,64,3,2,2,3906.09,PARANGABA
538684,73,3,3,4,7379.23,PATRIOLINO RIBEIRO
480000,125,3,1,3,3840.0,ALDEOTA
300000,134,3,3,2,2238.81,ALDEOTA
699000,77,2,3,2,9077.92,ALDEOTA
370000,105,3,1,1,3523.81,ALDEOTA
530000,70,2,2,1,7571.43,MUCURIPE
650000,110,3,4,2,5909.09,COCO
350000,62,2,2,2,5645.16,VICENTE PINZON
350000,62,2,2,2,5645.16,MANUEL DIAS BRANCO
710000,90,3,1,2,7888.89,ALDEOTA
325000,64,3,2,2,5078.12,CAMBEBA
540000,80,2,3,2,6750.0,MEIRELES
285000,60,3,2,1,4750.0,PASSARE
490000,110,3,4,2,4454.55,FATIMA
400000,121,5,3,2,3305.79,ALDEOTA
532829,70,3,2,2,7611.84,ENG LUCIANO CAVALCANTE
730000,90,3,2,2,8111.11,FATIMA
275000,70,3,2,2,3928.57,CAMBEBA
650070,77,3,2,2,8442.47,COCO
398000,138,3,4,2,2884.06,MEIRELES
670000,83,3,3,2,8072.29,PRAIA DO FUTURO
540000,83,3,2,2,6506.02,CENTRO
1059000,130,3,3,3,8146.15,ALDEOTA
680000,200,4,3,2,3400.0,DIONISIO TORRES
420000,74,3,2,2,5675.68,ENG LUCIANO CAVALCANTE
370000,63,2,1,2,5873.02,PAPICU
340000,100,2,1,2,3400.0,COCO
335000,135,3,3,1,2481.48,PRAIA DO FUTURO
536000,67,3,2,2,8000.0,ALDEOTA
629999,165,4,4,2,3818.18,ALDEOTA
750000,130,3,4,2,5769.23,ALDEOTA
320000,68,3,1,2,4705.88,MARAPONGA
290000,72,3,2,2,4027.78,MARAPONGA
480000,70,3,1,2,6857.14,PARQUE IRACEMA
315000,63,3,2,2,5000.0,MONTE CASTELO
450000,142,4,2,1,3169.01,MEIRELES
770000,117,3,3,3,6581.2,ALDEOTA
320000,63,2,2,2,5079.37,CAMBEBA
330000,94,3,1,1,3510.64,FATIMA
270000,56,3,2,1,4821.43,PAPICU
380000,58,2,2,1,6551.72,MEIRELES
489000,73,3,2,2,6698.63,PRESIDENTE KENNEDY
480000,71,3,2,1,6760.56,COCO
285000,94,3,4,1,3031.91,ALDEOTA
422000,64,3,2,2,6593.75,ALVARO WEYNE
620000,116,3,3,2,5344.83,COCO
660000,90,3,3,2,7333.33,PATRIOLINO RIBEIRO
115000,43,2,1,1,2674.42,MESSEJANA
695500,79,3,3,2,8803.8,JOAQUIM TAVORA
285000,105,4,3,1,2714.29,PAPICU
340000,62,2,2,1,5483.87,PRAIA DE IRACEMA
400000,170,3,3,2,2352.94,ALDEOTA
550000,119,3,5,2,4621.85,MUCURIPE
335000,48,2,2,1,6979.17,CENTRO
205000,60,3,2,2,3416.67,PAPICU
450000,122,3,3,3,3688.52,ALDEOTA
499000,119,3,3,2,4193.28,PAPICU
520000,80,3,3,2,6500.0,EDSON QUEIROZ
780000,112,3,3,2,6964.29,MEIRELES
750000,172,3,3,2,4360.47,ALDEOTA
578000,95,2,2,2,6084.21,SAPIRANGA COITE
550000,90,3,2,2,6111.11,FATIMA
210000,55,3,1,1,3818.18,MESSEJANA
550000,76,3,3,2,7236.84,ENG LUCIANO CAVALCANTE
1048972,115,2,4,2,9121.5,ALDEOTA
450000,131,3,3,1,3435.11,MEIRELES
250000,103,3,1,1,2427.18,JOAQUIM TAVORA
220000,115,3,3,1,1913.04,PAPICU
760000,119,3,3,2,6386.55,MEIRELES
990000,236,4,6,3,4194.92,ALDEOTA
500000,98,2,2,1,5102.04,MEIRELES
650000,87,3,3,2,7471.26,FATIMA
243842,58,3,2,1,4204.17,PASSARE
630000,130,3,4,2,4846.15,VARJOTA
500000,183,3,3,2,2732.24,PAPICU
319000,63,2,2,2,5063.49,COCO
500000,97,3,4,2,5154.64,COCO
665000,157,3,4,3,4235.67,ALDEOTA
390000,98,3,1,2,3979.59,MEIRELES
188000,53,2,1,1,3547.17,ALVARO WEYNE
